 nm      %
------------
146.6	0.5
148.3	0.6
150.0	0.6
151.7	0.6
153.4	0.6
155.1	0.6
156.7	0.6
158.4	0.5
160.1	0.5
161.8	0.5
163.5	0.5
165.2	0.5
166.9	0.5
168.6	0.4
170.3	0.4
172.0	0.4
173.6	0.5
175.3	0.6
177.0	0.6
178.7	0.6
180.4	0.6
182.1	0.6
183.8	0.6
185.5	0.6
187.2	0.6
188.9	0.6
190.6	0.6
192.2	0.5
193.9	0.5
195.6	0.5
197.3	0.5
199.0	0.5
200.7	0.5
202.4	0.5
204.1	0.5
205.8	0.5
207.5	0.6
209.1	0.6
210.8	0.6
212.5	0.6
214.2	0.6
215.9	0.6
217.6	0.6
219.3	0.5
221.0	0.5
222.7	0.4
224.4	0.4
226.0	0.3
227.7	0.3
229.4	0.4
231.1	0.4
232.8	0.4
234.5	0.4
236.2	0.4
237.9	0.4
239.6	0.3
241.3	0.3
243.0	0.3
244.6	0.3
246.3	0.3
248.0	0.3
249.7	0.3
251.4	0.3
253.1	0.2
254.8	0.2
256.5	0.3
258.2	0.3
259.9	0.3
261.5	0.4
263.2	0.4
264.9	0.4
266.6	0.4
268.3	0.4
270.0	0.5
271.7	0.5
273.4	0.4
275.1	0.4
276.8	0.4
278.4	0.4
280.1	0.4
281.8	0.4
283.5	0.4
285.2	0.4
286.9	0.4
288.6	0.4
290.3	0.4
292.0	0.4
293.7	0.3
295.4	0.3
297.0	0.2
298.7	0.2
300.4	0.2
302.1	0.2
303.8	0.3
305.5	0.3
307.2	0.2
308.9	0.2
310.6	0.2
312.3	0.2
313.9	0.2
315.6	0.2
317.3	0.3
319.0	0.3
320.7	0.3
322.4	0.3
324.1	0.3
325.8	0.3
327.5	0.4
329.2	0.4
330.8	0.3
332.5	0.3
334.2	0.2
335.9	0.2
337.6	0.2
339.3	0.2
341.0	0.3
342.7	0.3
344.4	0.3
346.1	0.3
347.8	0.2
349.4	0.2
351.1	0.3
352.8	0.3
354.5	0.3
356.2	0.3
357.9	0.3
359.6	0.3
361.3	0.2
