 nm      %
------------
146.6	0.1
148.3	0.1
150.0	0.1
151.7	0.1
153.4	0.1
155.1	0.1
156.7	0.1
158.4	0.1
160.1	0.1
161.8	0.1
163.5	0.1
165.2	0.1
166.9	0.1
168.6	0.1
170.3	0.1
172.0	0.1
173.6	0.1
175.3	0.1
177.0	0.1
178.7	0.1
180.4	0.1
182.1	0.2
183.8	0.1
185.5	0.1
187.2	0.1
188.9	0.1
190.6	0.1
192.2	0.1
193.9	0.1
195.6	0.1
197.3	0.1
199.0	0.1
200.7	0.1
202.4	0.1
204.1	0.1
205.8	0.1
207.5	0.1
209.1	0.1
210.8	0.1
212.5	0.1
214.2	0.1
215.9	0.1
217.6	0.1
219.3	0.1
221.0	0.1
222.7	0.1
224.4	0.1
226.0	0.0
227.7	0.0
229.4	0.1
231.1	0.1
232.8	0.1
234.5	0.1
236.2	0.1
237.9	0.1
239.6	0.1
241.3	0.1
243.0	0.1
244.6	0.1
246.3	0.1
248.0	0.1
249.7	0.0
251.4	0.0
253.1	0.1
254.8	0.1
256.5	0.1
258.2	0.1
259.9	0.1
261.5	0.1
263.2	0.1
264.9	0.1
266.6	0.1
268.3	0.1
270.0	0.1
271.7	0.1
273.4	0.1
275.1	0.1
276.8	0.1
278.4	0.1
280.1	0.1
281.8	0.1
283.5	0.1
285.2	0.1
286.9	0.2
288.6	0.2
290.3	0.2
292.0	0.2
293.7	0.2
295.4	0.2
297.0	0.2
298.7	0.2
300.4	0.2
302.1	0.2
303.8	0.2
305.5	0.2
307.2	0.2
308.9	0.2
310.6	0.2
312.3	0.2
313.9	0.2
315.6	0.3
317.3	0.3
319.0	0.3
320.7	0.3
322.4	0.3
324.1	0.4
325.8	0.4
327.5	0.4
329.2	0.4
330.8	0.5
332.5	0.5
334.2	0.5
335.9	0.5
337.6	0.5
339.3	0.5
341.0	0.6
342.7	0.6
344.4	0.7
346.1	0.7
347.8	0.8
349.4	0.8
351.1	0.7
352.8	0.7
354.5	0.7
356.2	0.7
357.9	0.9
359.6	0.9
361.3	1.0
363.0	1.0
364.7	1.1
366.3	1.1
368.0	1.2
369.7	1.2
371.4	1.4
373.1	1.4
374.8	1.6
376.5	1.6
378.2	1.7
379.9	1.8
381.6	1.9
383.2	1.9
384.9	2.1
386.6	2.1
388.3	2.3
390.0	2.3
391.7	2.6
393.4	2.6
395.1	2.7
396.8	2.8
398.5	3.0
400.2	3.1
401.8	3.4
403.5	3.4
405.2	3.7
406.9	3.8
408.6	4.0
410.3	4.1
412.0	4.6
413.7	4.6
415.4	5.1
417.1	5.5
418.7	6.5
420.4	7.2
422.1	8.6
423.8	10.2
425.5	12.8
427.2	14.8
428.9	18.1
430.6	21.5
432.3	25.5
434.0	28.9
435.6	33.5
437.3	37.5
439.0	43.0
440.7	46.5
442.4	50.8
444.1	53.8
445.8	57.4
447.5	60.3
449.2	63.9
450.9	67.4
452.6	71.5
454.2	74.5
455.9	78.2
457.6	81.2
459.3	84.1
461.0	85.2
462.7	86.0
464.4	86.0
466.1	85.5
467.8	84.3
469.5	83.1
471.1	81.7
472.8	80.4
474.5	79.1
476.2	78.0
477.9	77.0
479.6	75.8
481.3	74.6
483.0	72.9
484.7	71.6
486.4	70.2
488.0	68.8
489.7	67.3
491.4	66.5
493.1	65.5
494.8	65.0
496.5	64.3
498.2	64.2
499.9	64.6
501.6	64.9
503.3	65.9
504.9	67.1
506.6	69.2
508.3	70.8
510.0	73.3
511.7	75.3
513.4	78.1
515.1	80.2
516.8	82.5
518.5	84.2
520.2	86.3
521.9	87.8
523.5	89.8
525.2	91.6
526.9	93.6
528.6	94.8
530.3	96.1
532.0	97.1
533.7	98.2
535.4	98.6
537.1	99.0
538.8	99.2
540.4	99.7
542.1	99.7
543.8	99.8
545.5	99.9
547.2	100.0
548.9	99.7
550.6	99.4
552.3	98.7
554.0	98.3
555.7	97.2
557.3	96.6
559.0	96.2
560.7	95.4
562.4	94.6
564.1	93.9
565.8	93.0
567.5	92.1
569.2	90.6
570.9	89.6
572.6	88.6
574.3	87.5
575.9	86.3
577.6	84.9
579.3	83.7
581.0	82.8
582.7	81.5
584.4	80.8
586.1	80.5
587.8	80.7
